n,time_s,adc_low,adc_high,adc_low_norm,adc_high_norm
629,0.00629,73,40,0.28515625,0.15625
630,0.0063,68,53,0.265625,0.20703125
631,0.00631,35,52,0.13671875,0.203125
632,0.00632,3,38,0.01171875,0.1484375
633,0.00633,4,24,0.015625,0.09375
634,0.00634,37,23,0.14453125,0.08984375
635,0.00635,71,36,0.27734375,0.140625
636,0.00636,74,51,0.2890625,0.19921875
637,0.00637,44,55,0.171875,0.21484375
638,0.00638,8,42,0.03125,0.1640625
639,0.00639,2,27,0.0078125,0.10546875
640,0.0064,30,23,0.1171875,0.08984375
641,0.00641,66,34,0.2578125,0.1328125
642,0.00642,75,49,0.29296875,0.19140625
643,0.00643,49,55,0.19140625,0.21484375
644,0.00644,11,44,0.04296875,0.171875
645,0.00645,0,27,0,0.10546875
646,0.00646,26,23,0.1015625,0.08984375
647,0.00647,64,33,0.25,0.12890625
648,0.00648,78,49,0.3046875,0.19140625
649,0.00649,51,53,0.19921875,0.20703125
650,0.0065,14,46,0.0546875,0.1796875
651,0.00651,0,29,0,0.11328125
652,0.00652,24,22,0.09375,0.0859375
653,0.00653,63,32,0.24609375,0.125
654,0.00654,77,47,0.30078125,0.18359375
655,0.00655,53,55,0.20703125,0.21484375
656,0.00656,15,46,0.05859375,0.1796875
657,0.00657,0,29,0,0.11328125
658,0.00658,23,22,0.08984375,0.0859375
659,0.00659,61,30,0.23828125,0.1171875
660,0.0066,77,48,0.30078125,0.1875
661,0.00661,52,54,0.203125,0.2109375
662,0.00662,14,45,0.0546875,0.17578125
663,0.00663,0,28,0,0.109375
664,0.00664,23,21,0.08984375,0.08203125
665,0.00665,64,32,0.25,0.125
666,0.00666,77,49,0.30078125,0.19140625
667,0.00667,50,54,0.1953125,0.2109375
668,0.00668,11,43,0.04296875,0.16796875
669,0.00669,0,27,0,0.10546875
670,0.0067,28,23,0.109375,0.08984375
671,0.00671,66,34,0.2578125,0.1328125
672,0.00672,75,49,0.29296875,0.19140625
673,0.00673,45,53,0.17578125,0.20703125
674,0.00674,9,44,0.03515625,0.171875
675,0.00675,2,26,0.0078125,0.1015625
676,0.00676,34,24,0.1328125,0.09375
677,0.00677,71,36,0.27734375,0.140625
678,0.00678,72,51,0.28125,0.19921875
679,0.00679,38,52,0.1484375,0.203125
680,0.0068,3,39,0.01171875,0.15234375
681,0.00681,6,25,0.0234375,0.09765625
682,0.00682,43,25,0.16796875,0.09765625
683,0.00683,74,39,0.2890625,0.15234375
684,0.00684,68,53,0.265625,0.20703125
685,0.00685,28,49,0.109375,0.19140625
686,0.00686,0,35,0,0.13671875
687,0.00687,12,24,0.046875,0.09375
688,0.00688,52,28,0.203125,0.109375
689,0.00689,75,43,0.29296875,0.16796875
690,0.0069,59,53,0.23046875,0.20703125
691,0.00691,18,46,0.0703125,0.1796875
692,0.00692,0,30,0,0.1171875
693,0.00693,23,23,0.08984375,0.08984375
694,0.00694,64,33,0.25,0.12890625
695,0.00695,76,48,0.296875,0.1875
696,0.00696,47,53,0.18359375,0.20703125
697,0.00697,8,42,0.03125,0.1640625
698,0.00698,2,26,0.0078125,0.1015625
699,0.00699,38,26,0.1484375,0.1015625
700,0.007,73,38,0.28515625,0.1484375
701,0.00701,70,52,0.2734375,0.203125
702,0.00702,32,51,0.125,0.19921875
703,0.00703,0,36,0,0.140625
704,0.00704,11,24,0.04296875,0.09375
705,0.00705,52,28,0.203125,0.109375
706,0.00706,77,44,0.30078125,0.171875
707,0.00707,58,54,0.2265625,0.2109375
708,0.00708,15,45,0.05859375,0.17578125
709,0.00709,0,29,0,0.11328125
710,0.0071,27,23,0.10546875,0.08984375
711,0.00711,67,34,0.26171875,0.1328125
712,0.00712,74,49,0.2890625,0.19140625
713,0.00713,39,51,0.15234375,0.19921875
714,0.00714,3,38,0.01171875,0.1484375
715,0.00715,7,26,0.02734375,0.1015625
716,0.00716,47,26,0.18359375,0.1015625
717,0.00717,76,42,0.296875,0.1640625
718,0.00718,61,53,0.23828125,0.20703125
719,0.00719,21,50,0.08203125,0.1953125
720,0.0072,0,31,0,0.12109375
721,0.00721,25,24,0.09765625,0.09375
722,0.00722,66,33,0.2578125,0.12890625
723,0.00723,75,49,0.29296875,0.19140625
724,0.00724,40,52,0.15625,0.203125
725,0.00725,3,38,0.01171875,0.1484375
726,0.00726,7,25,0.02734375,0.09765625
727,0.00727,49,27,0.19140625,0.10546875
728,0.00728,77,43,0.30078125,0.16796875
729,0.00729,57,51,0.22265625,0.19921875
730,0.0073,17,47,0.06640625,0.18359375
731,0.00731,0,29,0,0.11328125
732,0.00732,29,24,0.11328125,0.09375
733,0.00733,69,34,0.26953125,0.1328125
734,0.00734,71,50,0.27734375,0.1953125
735,0.00735,33,51,0.12890625,0.19921875
736,0.00736,0,36,0,0.140625
737,0.00737,13,23,0.05078125,0.08984375
738,0.00738,57,30,0.22265625,0.1171875
739,0.00739,77,45,0.30078125,0.17578125
740,0.0074,49,52,0.19140625,0.203125
741,0.00741,8,42,0.03125,0.1640625
742,0.00742,3,26,0.01171875,0.1015625
743,0.00743,41,26,0.16015625,0.1015625
744,0.00744,76,41,0.296875,0.16015625
745,0.00745,65,54,0.25390625,0.2109375
746,0.00746,18,44,0.0703125,0.171875
747,0.00747,0,31,0,0.12109375
748,0.00748,27,24,0.10546875,0.09375
749,0.00749,71,37,0.27734375,0.14453125
750,0.0075,73,51,0.28515625,0.19921875
751,0.00751,33,51,0.12890625,0.19921875
752,0.00752,0,36,0,0.140625
753,0.00753,16,24,0.0625,0.09375
754,0.00754,61,33,0.23828125,0.12890625
755,0.00755,77,47,0.30078125,0.18359375
756,0.00756,45,53,0.17578125,0.20703125
757,0.00757,4,40,0.015625,0.15625
758,0.00758,7,25,0.02734375,0.09765625
759,0.00759,48,28,0.1875,0.109375
760,0.0076,76,43,0.296875,0.16796875
761,0.00761,55,53,0.21484375,0.20703125
762,0.00762,11,43,0.04296875,0.16796875
763,0.00763,2,27,0.0078125,0.10546875
764,0.00764,38,24,0.1484375,0.09375
765,0.00765,75,39,0.29296875,0.15234375
766,0.00766,63,52,0.24609375,0.203125
767,0.00767,18,46,0.0703125,0.1796875
768,0.00768,0,31,0,0.12109375
769,0.00769,31,24,0.12109375,0.09375
770,0.0077,73,39,0.28515625,0.15234375
771,0.00771,69,52,0.26953125,0.203125
772,0.00772,25,49,0.09765625,0.19140625
773,0.00773,0,33,0,0.12890625
774,0.00774,24,24,0.09375,0.09375
775,0.00775,68,34,0.265625,0.1328125
776,0.00776,72,50,0.28125,0.1953125
777,0.00777,31,50,0.12109375,0.1953125
778,0.00778,0,34,0,0.1328125
779,0.00779,20,25,0.078125,0.09765625
780,0.0078,65,32,0.25390625,0.125
781,0.00781,73,48,0.28515625,0.1875
782,0.00782,35,50,0.13671875,0.1953125
783,0.00783,0,36,0,0.140625
784,0.00784,16,24,0.0625,0.09375
785,0.00785,62,32,0.2421875,0.125
786,0.00786,75,47,0.29296875,0.18359375
787,0.00787,38,51,0.1484375,0.19921875
788,0.00788,1,37,0.00390625,0.14453125
789,0.00789,15,26,0.05859375,0.1015625
790,0.0079,60,31,0.234375,0.12109375
791,0.00791,76,47,0.296875,0.18359375
792,0.00792,39,51,0.15234375,0.19921875
793,0.00793,1,37,0.00390625,0.14453125
794,0.00794,14,25,0.0546875,0.09765625
795,0.00795,60,32,0.234375,0.125
796,0.00796,76,47,0.296875,0.18359375
797,0.00797,40,52,0.15625,0.203125
798,0.00798,2,38,0.0078125,0.1484375
799,0.00799,14,25,0.0546875,0.09765625
800,0.008,60,31,0.234375,0.12109375
801,0.00801,76,47,0.296875,0.18359375
802,0.00802,38,51,0.1484375,0.19921875
803,0.00803,1,38,0.00390625,0.1484375
804,0.00804,16,25,0.0625,0.09765625
805,0.00805,62,32,0.2421875,0.125
806,0.00806,74,48,0.2890625,0.1875
807,0.00807,36,50,0.140625,0.1953125
808,0.00808,0,35,0,0.13671875
809,0.00809,18,25,0.0703125,0.09765625
810,0.0081,64,32,0.25,0.125
811,0.00811,73,48,0.28515625,0.1875
812,0.00812,31,49,0.12109375,0.19140625
813,0.00813,0,34,0,0.1328125
814,0.00814,23,25,0.08984375,0.09765625
815,0.00815,68,35,0.265625,0.13671875
816,0.00816,70,50,0.2734375,0.1953125
817,0.00817,26,49,0.1015625,0.19140625
818,0.00818,0,33,0,0.12890625
819,0.00819,27,23,0.10546875,0.08984375
820,0.0082,72,37,0.28125,0.14453125
821,0.00821,67,52,0.26171875,0.203125
822,0.00822,19,47,0.07421875,0.18359375
823,0.00823,0,30,0,0.1171875
824,0.00824,39,29,0.15234375,0.11328125
825,0.00825,74,38,0.2890625,0.1484375
826,0.00826,59,52,0.23046875,0.203125
827,0.00827,12,44,0.046875,0.171875
828,0.00828,3,28,0.01171875,0.109375
829,0.00829,44,25,0.171875,0.09765625
830,0.0083,77,42,0.30078125,0.1640625
831,0.00831,50,51,0.1953125,0.19921875
832,0.00832,5,40,0.01953125,0.15625
833,0.00833,8,25,0.03125,0.09765625
834,0.00834,56,30,0.21875,0.1171875
835,0.00835,76,46,0.296875,0.1796875
836,0.00836,39,50,0.15234375,0.1953125
837,0.00837,0,37,0,0.14453125
838,0.00838,18,25,0.0703125,0.09765625
839,0.00839,66,33,0.2578125,0.12890625
840,0.0084,72,49,0.28125,0.19140625
841,0.00841,27,49,0.10546875,0.19140625
842,0.00842,0,32,0,0.125
843,0.00843,31,26,0.12109375,0.1015625
844,0.00844,73,37,0.28515625,0.14453125
845,0.00845,62,50,0.2421875,0.1953125
846,0.00846,14,45,0.0546875,0.17578125
847,0.00847,2,29,0.0078125,0.11328125
848,0.00848,44,26,0.171875,0.1015625
849,0.00849,77,43,0.30078125,0.16796875
850,0.0085,48,50,0.1875,0.1953125
851,0.00851,4,39,0.015625,0.15234375
852,0.00852,11,26,0.04296875,0.1015625
853,0.00853,60,31,0.234375,0.12109375
854,0.00854,75,47,0.29296875,0.18359375
855,0.00855,32,50,0.125,0.1953125
856,0.00856,0,34,0,0.1328125
857,0.00857,27,26,0.10546875,0.1015625
858,0.00858,73,37,0.28515625,0.14453125
859,0.00859,65,50,0.25390625,0.1953125
860,0.0086,16,45,0.0625,0.17578125
861,0.00861,1,27,0.00390625,0.10546875
862,0.00862,46,29,0.1796875,0.11328125
863,0.00863,76,42,0.296875,0.1640625
864,0.00864,47,51,0.18359375,0.19921875
865,0.00865,2,38,0.0078125,0.1484375
866,0.00866,14,26,0.0546875,0.1015625
867,0.00867,64,33,0.25,0.12890625
868,0.00868,73,49,0.28515625,0.19140625
869,0.00869,26,48,0.1015625,0.1875
870,0.0087,0,32,0,0.125
871,0.00871,34,26,0.1328125,0.1015625
872,0.00872,75,39,0.29296875,0.15234375
873,0.00873,57,52,0.22265625,0.203125
874,0.00874,8,42,0.03125,0.1640625
875,0.00875,8,27,0.03125,0.10546875
876,0.00876,56,30,0.21875,0.1171875
877,0.00877,75,47,0.29296875,0.18359375
878,0.00878,34,50,0.1328125,0.1953125
879,0.00879,0,34,0,0.1328125
880,0.0088,27,26,0.10546875,0.1015625
881,0.00881,74,38,0.2890625,0.1484375
882,0.00882,61,50,0.23828125,0.1953125
883,0.00883,12,44,0.046875,0.171875
884,0.00884,5,28,0.01953125,0.109375
885,0.00885,53,30,0.20703125,0.1171875
886,0.00886,77,46,0.30078125,0.1796875
887,0.00887,37,50,0.14453125,0.1953125
888,0.00888,0,35,0,0.13671875
889,0.00889,26,25,0.1015625,0.09765625
890,0.0089,72,36,0.28125,0.140625
891,0.00891,62,51,0.2421875,0.19921875
892,0.00892,11,44,0.04296875,0.171875
893,0.00893,5,28,0.01953125,0.109375
894,0.00894,54,30,0.2109375,0.1171875
895,0.00895,76,46,0.296875,0.1796875
896,0.00896,35,49,0.13671875,0.19140625
897,0.00897,0,34,0,0.1328125
898,0.00898,28,25,0.109375,0.09765625
899,0.00899,75,39,0.29296875,0.15234375
900,0.009,59,51,0.23046875,0.19921875
901,0.00901,8,42,0.03125,0.1640625
902,0.00902,8,27,0.03125,0.10546875
903,0.00903,58,31,0.2265625,0.12109375
904,0.00904,72,45,0.28125,0.17578125
905,0.00905,28,48,0.109375,0.1875
906,0.00906,0,33,0,0.12890625
907,0.00907,36,26,0.140625,0.1015625
908,0.00908,77,41,0.30078125,0.16015625
909,0.00909,50,50,0.1953125,0.1953125
910,0.0091,3,39,0.01171875,0.15234375
911,0.00911,20,31,0.078125,0.12109375
912,0.00912,68,34,0.265625,0.1328125
913,0.00913,70,51,0.2734375,0.19921875
914,0.00914,19,47,0.07421875,0.18359375
915,0.00915,2,30,0.0078125,0.1171875
916,0.00916,50,29,0.1953125,0.11328125
917,0.00917,77,45,0.30078125,0.17578125
918,0.00918,37,49,0.14453125,0.19140625
919,0.00919,0,35,0,0.13671875
920,0.0092,28,25,0.109375,0.09765625
921,0.00921,74,38,0.2890625,0.1484375
922,0.00922,56,50,0.21875,0.1953125
923,0.00923,6,41,0.0234375,0.16015625
924,0.00924,11,26,0.04296875,0.1015625
925,0.00925,64,33,0.25,0.12890625
926,0.00926,70,48,0.2734375,0.1875
927,0.00927,19,45,0.07421875,0.17578125
928,0.00928,2,30,0.0078125,0.1171875
929,0.00929,48,29,0.1875,0.11328125
930,0.0093,77,44,0.30078125,0.171875
931,0.00931,37,49,0.14453125,0.19140625
932,0.00932,0,35,0,0.13671875
933,0.00933,31,26,0.12109375,0.1015625
934,0.00934,76,39,0.296875,0.15234375
935,0.00935,52,49,0.203125,0.19140625
936,0.00936,4,40,0.015625,0.15625
937,0.00937,16,27,0.0625,0.10546875
938,0.00938,69,36,0.26953125,0.140625
939,0.00939,66,49,0.2578125,0.19140625
940,0.0094,14,44,0.0546875,0.171875
941,0.00941,5,28,0.01953125,0.109375
942,0.00942,57,30,0.22265625,0.1171875
943,0.00943,74,47,0.2890625,0.18359375
944,0.00944,26,47,0.1015625,0.18359375
945,0.00945,0,31,0,0.12109375
946,0.00946,43,28,0.16796875,0.109375
947,0.00947,77,43,0.30078125,0.16796875
948,0.00948,40,49,0.15625,0.19140625
949,0.00949,0,35,0,0.13671875
950,0.0095,31,27,0.12109375,0.10546875
951,0.00951,76,40,0.296875,0.15625
952,0.00952,52,50,0.203125,0.1953125
953,0.00953,3,39,0.01171875,0.15234375
954,0.00954,19,27,0.07421875,0.10546875
955,0.00955,71,36,0.27734375,0.140625
956,0.00956,62,50,0.2421875,0.1953125
957,0.00957,9,42,0.03515625,0.1640625
958,0.00958,10,28,0.0390625,0.109375
959,0.00959,64,33,0.25,0.12890625
960,0.0096,70,49,0.2734375,0.19140625
961,0.00961,16,44,0.0625,0.171875
962,0.00962,4,29,0.015625,0.11328125
963,0.00963,55,30,0.21484375,0.1171875
964,0.00964,75,47,0.29296875,0.18359375
965,0.00965,26,47,0.1015625,0.18359375
966,0.00966,0,31,0,0.12109375
967,0.00967,46,29,0.1796875,0.11328125
968,0.00968,77,44,0.30078125,0.171875
969,0.00969,34,49,0.1328125,0.19140625
970,0.0097,0,34,0,0.1328125
971,0.00971,38,28,0.1484375,0.109375
972,0.00972,77,43,0.30078125,0.16796875
973,0.00973,42,49,0.1640625,0.19140625
974,0.00974,0,35,0,0.13671875
975,0.00975,30,27,0.1171875,0.10546875
976,0.00976,75,39,0.29296875,0.15234375
977,0.00977,48,49,0.1875,0.19140625
978,0.00978,1,38,0.00390625,0.1484375
979,0.00979,24,26,0.09375,0.1015625
980,0.0098,74,38,0.2890625,0.1484375
981,0.00981,54,50,0.2109375,0.1953125
982,0.00982,3,39,0.01171875,0.15234375
983,0.00983,20,26,0.078125,0.1015625
984,0.00984,72,36,0.28125,0.140625
985,0.00985,59,50,0.23046875,0.1953125
986,0.00986,5,41,0.01953125,0.16015625
987,0.00987,16,27,0.0625,0.10546875
988,0.00988,70,35,0.2734375,0.13671875
989,0.00989,62,50,0.2421875,0.1953125
990,0.0099,8,42,0.03125,0.1640625
991,0.00991,13,27,0.05078125,0.10546875
992,0.00992,67,34,0.26171875,0.1328125
993,0.00993,64,49,0.25,0.19140625
994,0.00994,8,41,0.03125,0.16015625
995,0.00995,11,27,0.04296875,0.10546875
996,0.00996,66,33,0.2578125,0.12890625
997,0.00997,65,48,0.25390625,0.1875
998,0.00998,10,43,0.0390625,0.16796875
999,0.00999,11,29,0.04296875,0.11328125
1000,0.01,65,34,0.25390625,0.1328125
1001,0.01001,67,49,0.26171875,0.19140625
1002,0.01002,11,43,0.04296875,0.16796875
1003,0.01003,10,28,0.0390625,0.109375
1004,0.01004,66,34,0.2578125,0.1328125
1005,0.01005,67,48,0.26171875,0.1875
1006,0.01006,11,43,0.04296875,0.16796875
1007,0.01007,10,28,0.0390625,0.109375
1008,0.01008,65,33,0.25390625,0.12890625
1009,0.01009,66,48,0.2578125,0.1875
1010,0.0101,11,43,0.04296875,0.16796875
1011,0.01011,13,32,0.05078125,0.125
1012,0.01012,66,34,0.2578125,0.1328125
1013,0.01013,64,48,0.25,0.1875
1014,0.01014,10,43,0.0390625,0.16796875
1015,0.01015,12,28,0.046875,0.109375
1016,0.01016,68,34,0.265625,0.1328125
1017,0.01017,63,49,0.24609375,0.19140625
1018,0.01018,7,41,0.02734375,0.16015625
1019,0.01019,16,28,0.0625,0.109375
1020,0.0102,69,35,0.26953125,0.13671875
1021,0.01021,60,49,0.234375,0.19140625
1022,0.01022,5,40,0.01953125,0.15625
1023,0.01023,18,27,0.0703125,0.10546875
1024,0.01024,74,38,0.2890625,0.1484375
1025,0.01025,56,49,0.21875,0.19140625
1026,0.01026,3,39,0.01171875,0.15234375
1027,0.01027,23,27,0.08984375,0.10546875
1028,0.01028,75,38,0.29296875,0.1484375
1029,0.01029,52,50,0.203125,0.1953125
1030,0.0103,1,38,0.00390625,0.1484375
1031,0.01031,29,28,0.11328125,0.109375
1032,0.01032,77,40,0.30078125,0.15625
1033,0.01033,45,50,0.17578125,0.1953125
1034,0.01034,0,33,0,0.12890625
1035,0.01035,35,28,0.13671875,0.109375
1036,0.01036,77,42,0.30078125,0.1640625
1037,0.01037,37,48,0.14453125,0.1875
1038,0.01038,0,34,0,0.1328125
1039,0.01039,45,30,0.17578125,0.1171875
1040,0.0104,76,43,0.296875,0.16796875
1041,0.01041,29,47,0.11328125,0.18359375
1042,0.01042,1,32,0.00390625,0.125
1043,0.01043,51,30,0.19921875,0.1171875
1044,0.01044,75,47,0.29296875,0.18359375
1045,0.01045,21,46,0.08203125,0.1796875
1046,0.01046,4,30,0.015625,0.1171875
1047,0.01047,60,32,0.234375,0.125
1048,0.01048,69,47,0.26953125,0.18359375
1049,0.01049,10,40,0.0390625,0.15625
1050,0.0105,10,28,0.0390625,0.109375
1051,0.01051,67,34,0.26171875,0.1328125
1052,0.01052,61,48,0.23828125,0.1875
1053,0.01053,5,41,0.01953125,0.16015625
1054,0.01054,23,33,0.08984375,0.12890625
1055,0.01055,74,37,0.2890625,0.14453125
1056,0.01056,51,49,0.19921875,0.19140625
1057,0.01057,0,37,0,0.14453125
1058,0.01058,31,27,0.12109375,0.10546875
1059,0.01059,74,38,0.2890625,0.1484375
1060,0.0106,38,49,0.1484375,0.19140625
1061,0.01061,0,33,0,0.12890625
1062,0.01062,44,29,0.171875,0.11328125
1063,0.01063,76,44,0.296875,0.171875
1064,0.01064,24,45,0.09375,0.17578125
1065,0.01065,2,30,0.0078125,0.1171875
1066,0.01066,57,31,0.22265625,0.12109375
1067,0.01067,70,47,0.2734375,0.18359375
1068,0.01068,12,43,0.046875,0.16796875
1069,0.01069,10,27,0.0390625,0.10546875
1070,0.0107,69,35,0.26953125,0.13671875
1071,0.01071,59,49,0.23046875,0.19140625
1072,0.01072,3,39,0.01171875,0.15234375
1073,0.01073,25,28,0.09765625,0.109375
1074,0.01074,78,41,0.3046875,0.16015625
1075,0.01075,43,49,0.16796875,0.19140625
1076,0.01076,0,35,0,0.13671875
1077,0.01077,41,29,0.16015625,0.11328125
1078,0.01078,77,44,0.30078125,0.171875
1079,0.01079,27,48,0.10546875,0.1875
1080,0.0108,2,31,0.0078125,0.12109375
1081,0.01081,57,31,0.22265625,0.12109375
1082,0.01082,69,47,0.26953125,0.18359375
1083,0.01083,11,43,0.04296875,0.16796875
1084,0.01084,13,28,0.05078125,0.109375
1085,0.01085,71,35,0.27734375,0.13671875
1086,0.01086,55,49,0.21484375,0.19140625
1087,0.01087,2,39,0.0078125,0.15234375
1088,0.01088,30,28,0.1171875,0.109375
1089,0.01089,76,40,0.296875,0.15625
1090,0.0109,36,48,0.140625,0.1875
1091,0.01091,0,33,0,0.12890625
1092,0.01092,50,30,0.1953125,0.1171875
1093,0.01093,74,46,0.2890625,0.1796875
1094,0.01094,18,47,0.0703125,0.18359375
1095,0.01095,8,29,0.03125,0.11328125
1096,0.01096,68,34,0.265625,0.1328125
1097,0.01097,59,48,0.23046875,0.1875
1098,0.01098,3,40,0.01171875,0.15625
1099,0.01099,24,25,0.09375,0.09765625
1100,0.011,77,41,0.30078125,0.16015625
1101,0.01101,39,49,0.15234375,0.19140625
1102,0.01102,0,34,0,0.1328125
1103,0.01103,50,30,0.1953125,0.1171875
1104,0.01104,73,46,0.28515625,0.1796875
1105,0.01105,16,44,0.0625,0.171875
1106,0.01106,8,28,0.03125,0.109375
1107,0.01107,69,35,0.26953125,0.13671875
1108,0.01108,59,50,0.23046875,0.1953125
1109,0.01109,1,39,0.00390625,0.15234375
1110,0.0111,31,28,0.12109375,0.109375
1111,0.01111,78,42,0.3046875,0.1640625
1112,0.01112,33,47,0.12890625,0.18359375
1113,0.01113,0,32,0,0.125
1114,0.01114,54,31,0.2109375,0.12109375
1115,0.01115,70,47,0.2734375,0.18359375
1116,0.01116,10,43,0.0390625,0.16796875
1117,0.01117,16,29,0.0625,0.11328125
1118,0.01118,74,38,0.2890625,0.1484375
1119,0.01119,46,46,0.1796875,0.1796875
1120,0.0112,0,36,0,0.140625
1121,0.01121,41,29,0.16015625,0.11328125
1122,0.01122,76,44,0.296875,0.171875
1123,0.01123,21,45,0.08203125,0.17578125
1124,0.01124,9,33,0.03515625,0.12890625
1125,0.01125,66,33,0.2578125,0.12890625
1126,0.01126,60,48,0.234375,0.1875
1127,0.01127,3,40,0.01171875,0.15625
1128,0.01128,30,28,0.1171875,0.109375
1129,0.01129,77,41,0.30078125,0.16015625
1130,0.0113,32,47,0.125,0.18359375
1131,0.01131,1,32,0.00390625,0.125
1132,0.01132,58,31,0.2265625,0.12109375
1133,0.01133,67,47,0.26171875,0.18359375
1134,0.01134,5,40,0.01953125,0.15625
1135,0.01135,21,28,0.08203125,0.109375
1136,0.01136,76,39,0.296875,0.15234375
1137,0.01137,40,48,0.15625,0.1875
1138,0.01138,0,34,0,0.1328125
1139,0.01139,52,30,0.203125,0.1171875
1140,0.0114,72,47,0.28125,0.18359375
1141,0.01141,11,43,0.04296875,0.16796875
1142,0.01142,16,28,0.0625,0.109375
1143,0.01143,74,38,0.2890625,0.1484375
1144,0.01144,45,48,0.17578125,0.1875
1145,0.01145,0,34,0,0.1328125
1146,0.01146,47,30,0.18359375,0.1171875
1147,0.01147,73,45,0.28515625,0.17578125
1148,0.01148,14,43,0.0546875,0.16796875
1149,0.01149,13,29,0.05078125,0.11328125
1150,0.0115,73,37,0.28515625,0.14453125
1151,0.01151,47,48,0.18359375,0.1875
1152,0.01152,0,35,0,0.13671875
1153,0.01153,47,30,0.18359375,0.1171875
1154,0.01154,74,45,0.2890625,0.17578125
1155,0.01155,14,44,0.0546875,0.171875
1156,0.01156,14,29,0.0546875,0.11328125
1157,0.01157,73,37,0.28515625,0.14453125
1158,0.01158,47,48,0.18359375,0.1875
1159,0.01159,0,35,0,0.13671875
1160,0.0116,48,30,0.1875,0.1171875
1161,0.01161,71,44,0.27734375,0.171875
1162,0.01162,12,43,0.046875,0.16796875
1163,0.01163,16,28,0.0625,0.109375
1164,0.01164,75,38,0.29296875,0.1484375
1165,0.01165,43,48,0.16796875,0.1875
1166,0.01166,0,34,0,0.1328125
1167,0.01167,52,31,0.203125,0.12109375
1168,0.01168,70,46,0.2734375,0.1796875
1169,0.01169,9,42,0.03515625,0.1640625
1170,0.0117,21,29,0.08203125,0.11328125
1171,0.01171,77,40,0.30078125,0.15625
1172,0.01172,37,48,0.14453125,0.1875
1173,0.01173,1,33,0.00390625,0.12890625
1174,0.01174,58,32,0.2265625,0.125
1175,0.01175,66,48,0.2578125,0.1875
1176,0.01176,4,40,0.015625,0.15625
1177,0.01177,29,29,0.11328125,0.11328125
1178,0.01178,77,42,0.30078125,0.1640625
1179,0.01179,28,46,0.109375,0.1796875
1180,0.0118,5,31,0.01953125,0.12109375
1181,0.01181,67,35,0.26171875,0.13671875
1182,0.01182,57,48,0.22265625,0.1875
1183,0.01183,1,39,0.00390625,0.15234375
1184,0.01184,40,29,0.15625,0.11328125
1185,0.01185,76,45,0.296875,0.17578125
1186,0.01186,16,43,0.0625,0.16796875
1187,0.01187,13,29,0.05078125,0.11328125
1188,0.01188,74,38,0.2890625,0.1484375
1189,0.01189,43,47,0.16796875,0.18359375
1190,0.0119,0,34,0,0.1328125
1191,0.01191,53,30,0.20703125,0.1171875
1192,0.01192,68,47,0.265625,0.18359375
1193,0.01193,6,40,0.0234375,0.15625
1194,0.01194,26,28,0.1015625,0.109375
1195,0.01195,77,41,0.30078125,0.16015625
1196,0.01196,28,47,0.109375,0.18359375
1197,0.01197,5,31,0.01953125,0.12109375
1198,0.01198,68,35,0.265625,0.13671875
1199,0.01199,55,48,0.21484375,0.1875
1200,0.012,0,36,0,0.140625
1201,0.01201,44,30,0.171875,0.1171875
1202,0.01202,73,46,0.28515625,0.1796875
1203,0.01203,12,43,0.046875,0.16796875
1204,0.01204,19,29,0.07421875,0.11328125
1205,0.01205,77,40,0.30078125,0.15625
1206,0.01206,35,47,0.13671875,0.18359375
1207,0.01207,2,32,0.0078125,0.125
1208,0.01208,64,34,0.25,0.1328125
1209,0.01209,59,47,0.23046875,0.18359375
1210,0.0121,0,37,0,0.14453125
1211,0.01211,38,27,0.1484375,0.10546875
1212,0.01212,75,45,0.29296875,0.17578125
1213,0.01213,14,44,0.0546875,0.171875
1214,0.01214,17,30,0.06640625,0.1171875
1215,0.01215,75,39,0.29296875,0.15234375
1216,0.01216,36,47,0.140625,0.18359375
1217,0.01217,1,32,0.00390625,0.125
1218,0.01218,63,33,0.24609375,0.12890625
1219,0.01219,58,47,0.2265625,0.18359375
1220,0.0122,0,37,0,0.14453125
1221,0.01221,42,29,0.1640625,0.11328125
1222,0.01222,74,45,0.2890625,0.17578125
1223,0.01223,11,43,0.04296875,0.16796875
1224,0.01224,19,28,0.07421875,0.109375
1225,0.01225,77,40,0.30078125,0.15625
1226,0.01226,32,47,0.125,0.18359375
1227,0.01227,4,31,0.015625,0.12109375
1228,0.01228,68,35,0.265625,0.13671875
1229,0.01229,53,47,0.20703125,0.18359375
1230,0.0123,0,36,0,0.140625
1231,0.01231,50,30,0.1953125,0.1171875
1232,0.01232,70,46,0.2734375,0.1796875
1233,0.01233,5,41,0.01953125,0.16015625
1234,0.01234,29,29,0.11328125,0.11328125
1235,0.01235,77,42,0.30078125,0.1640625
1236,0.01236,21,45,0.08203125,0.17578125
1237,0.01237,11,29,0.04296875,0.11328125
1238,0.01238,74,38,0.2890625,0.1484375
1239,0.01239,40,47,0.15625,0.18359375
1240,0.0124,0,32,0,0.125
1241,0.01241,61,33,0.23828125,0.12890625
1242,0.01242,60,48,0.234375,0.1875
1243,0.01243,0,37,0,0.14453125
1244,0.01244,44,30,0.171875,0.1171875
1245,0.01245,72,45,0.28125,0.17578125
1246,0.01246,8,42,0.03125,0.1640625
1247,0.01247,26,29,0.1015625,0.11328125
1248,0.01248,77,41,0.30078125,0.16015625
