n,time_s,adc_low,adc_high,adc_low_norm,adc_high_norm
1249,0.01249,22,45,0.0859375,0.17578125
1250,0.0125,10,30,0.0390625,0.1171875
1251,0.01251,73,37,0.28515625,0.14453125
1252,0.01252,40,47,0.15625,0.18359375
1253,0.01253,1,32,0.00390625,0.125
1254,0.01254,63,33,0.24609375,0.12890625
1255,0.01255,57,47,0.22265625,0.18359375
1256,0.01256,0,36,0,0.140625
1257,0.01257,49,31,0.19140625,0.12109375
1258,0.01258,69,46,0.26953125,0.1796875
1259,0.01259,4,40,0.015625,0.15625
1260,0.0126,32,29,0.125,0.11328125
1261,0.01261,77,43,0.30078125,0.16796875
1262,0.01262,15,44,0.05859375,0.171875
1263,0.01263,17,29,0.06640625,0.11328125
1264,0.01264,77,40,0.30078125,0.15625
1265,0.01265,30,47,0.1171875,0.18359375
1266,0.01266,6,31,0.0234375,0.12109375
1267,0.01267,71,36,0.27734375,0.140625
1268,0.01268,44,47,0.171875,0.18359375
1269,0.01269,0,32,0,0.125
1270,0.0127,61,33,0.23828125,0.12890625
1271,0.01271,58,47,0.2265625,0.18359375
1272,0.01272,0,36,0,0.140625
1273,0.01273,48,31,0.1875,0.12109375
1274,0.01274,69,46,0.26953125,0.1796875
1275,0.01275,4,41,0.015625,0.16015625
1276,0.01276,35,29,0.13671875,0.11328125
1277,0.01277,76,44,0.296875,0.171875
1278,0.01278,12,43,0.046875,0.16796875
1279,0.01279,23,30,0.08984375,0.1171875
1280,0.0128,77,41,0.30078125,0.16015625
1281,0.01281,23,45,0.08984375,0.17578125
1282,0.01282,12,30,0.046875,0.1171875
1283,0.01283,75,38,0.29296875,0.1484375
1284,0.01284,34,47,0.1328125,0.18359375
1285,0.01285,4,31,0.015625,0.12109375
1286,0.01286,70,36,0.2734375,0.140625
1287,0.01287,46,48,0.1796875,0.1875
1288,0.01288,0,34,0,0.1328125
1289,0.01289,62,33,0.2421875,0.12890625
1290,0.0129,57,47,0.22265625,0.18359375
1291,0.01291,0,36,0,0.140625
1292,0.01292,52,32,0.203125,0.125
1293,0.01293,65,46,0.25390625,0.1796875
1294,0.01294,1,38,0.00390625,0.1484375
1295,0.01295,42,30,0.1640625,0.1171875
1296,0.01296,71,45,0.27734375,0.17578125
1297,0.01297,5,41,0.01953125,0.16015625
1298,0.01298,33,30,0.12890625,0.1171875
1299,0.01299,75,44,0.29296875,0.171875
1300,0.013,11,43,0.04296875,0.16796875
1301,0.01301,24,29,0.09375,0.11328125
1302,0.01302,77,42,0.30078125,0.1640625
1303,0.01303,19,45,0.07421875,0.17578125
1304,0.01304,15,29,0.05859375,0.11328125
1305,0.01305,78,41,0.3046875,0.16015625
1306,0.01306,25,45,0.09765625,0.17578125
1307,0.01307,9,30,0.03515625,0.1171875
1308,0.01308,75,38,0.29296875,0.1484375
1309,0.01309,34,46,0.1328125,0.1796875
1310,0.0131,5,31,0.01953125,0.12109375
1311,0.01311,72,38,0.28125,0.1484375
1312,0.01312,42,47,0.1640625,0.18359375
1313,0.01313,2,33,0.0078125,0.12890625
1314,0.01314,70,37,0.2734375,0.14453125
1315,0.01315,49,47,0.19140625,0.18359375
1316,0.01316,0,34,0,0.1328125
1317,0.01317,63,34,0.24609375,0.1328125
1318,0.01318,55,48,0.21484375,0.1875
1319,0.01319,0,35,0,0.13671875
1320,0.0132,58,33,0.2265625,0.12890625
1321,0.01321,59,47,0.23046875,0.18359375
1322,0.01322,0,36,0,0.140625
1323,0.01323,52,32,0.203125,0.125
1324,0.01324,63,46,0.24609375,0.1796875
1325,0.01325,0,37,0,0.14453125
1326,0.01326,48,30,0.1875,0.1171875
1327,0.01327,67,45,0.26171875,0.17578125
1328,0.01328,1,38,0.00390625,0.1484375
1329,0.01329,44,30,0.171875,0.1171875
1330,0.0133,69,46,0.26953125,0.1796875
1331,0.01331,3,39,0.01171875,0.15234375
1332,0.01332,41,30,0.16015625,0.1171875
1333,0.01333,72,45,0.28125,0.17578125
1334,0.01334,4,40,0.015625,0.15625
1335,0.01335,37,30,0.14453125,0.1171875
1336,0.01336,73,44,0.28515625,0.171875
1337,0.01337,6,40,0.0234375,0.15625
1338,0.01338,34,30,0.1328125,0.1171875
1339,0.01339,75,45,0.29296875,0.17578125
1340,0.0134,7,41,0.02734375,0.16015625
1341,0.01341,32,30,0.125,0.1171875
1342,0.01342,75,44,0.29296875,0.171875
1343,0.01343,8,42,0.03125,0.1640625
1344,0.01344,30,29,0.1171875,0.11328125
1345,0.01345,75,43,0.29296875,0.16796875
1346,0.01346,11,44,0.04296875,0.171875
1347,0.01347,30,31,0.1171875,0.12109375
1348,0.01348,73,41,0.28515625,0.16015625
1349,0.01349,11,43,0.04296875,0.16796875
1350,0.0135,29,31,0.11328125,0.12109375
1351,0.01351,75,43,0.29296875,0.16796875
1352,0.01352,10,42,0.0390625,0.1640625
1353,0.01353,28,30,0.109375,0.1171875
1354,0.01354,75,43,0.29296875,0.16796875
1355,0.01355,10,42,0.0390625,0.1640625
1356,0.01356,29,29,0.11328125,0.11328125
1357,0.01357,75,43,0.29296875,0.16796875
1358,0.01358,9,42,0.03515625,0.1640625
1359,0.01359,30,30,0.1171875,0.1171875
1360,0.0136,75,43,0.29296875,0.16796875
1361,0.01361,9,42,0.03515625,0.1640625
1362,0.01362,31,30,0.12109375,0.1171875
1363,0.01363,75,44,0.29296875,0.171875
1364,0.01364,7,41,0.02734375,0.16015625
1365,0.01365,33,30,0.12890625,0.1171875
1366,0.01366,74,44,0.2890625,0.171875
1367,0.01367,6,41,0.0234375,0.16015625
1368,0.01368,36,30,0.140625,0.1171875
1369,0.01369,73,44,0.28515625,0.171875
1370,0.0137,4,39,0.015625,0.15234375
1371,0.01371,38,30,0.1484375,0.1171875
1372,0.01372,71,45,0.27734375,0.17578125
1373,0.01373,3,40,0.01171875,0.15625
1374,0.01374,42,30,0.1640625,0.1171875
1375,0.01375,69,45,0.26953125,0.17578125
1376,0.01376,1,39,0.00390625,0.15234375
1377,0.01377,46,31,0.1796875,0.12109375
1378,0.01378,67,46,0.26171875,0.1796875
1379,0.01379,0,37,0,0.14453125
1380,0.0138,50,31,0.1953125,0.12109375
1381,0.01381,63,47,0.24609375,0.18359375
1382,0.01382,0,37,0,0.14453125
1383,0.01383,55,32,0.21484375,0.125
1384,0.01384,59,47,0.23046875,0.18359375
1385,0.01385,0,35,0,0.13671875
1386,0.01386,59,33,0.23046875,0.12890625
1387,0.01387,54,47,0.2109375,0.18359375
1388,0.01388,0,34,0,0.1328125
1389,0.01389,64,33,0.25,0.12890625
1390,0.0139,47,47,0.18359375,0.18359375
1391,0.01391,1,34,0.00390625,0.1328125
1392,0.01392,69,35,0.26953125,0.13671875
1393,0.01393,41,47,0.16015625,0.18359375
1394,0.01394,3,31,0.01171875,0.12109375
1395,0.01395,73,37,0.28515625,0.14453125
1396,0.01396,33,46,0.12890625,0.1796875
1397,0.01397,8,32,0.03125,0.125
1398,0.01398,76,39,0.296875,0.15234375
1399,0.01399,26,46,0.1015625,0.1796875
1400,0.014,14,30,0.0546875,0.1171875
1401,0.01401,77,40,0.30078125,0.15625
1402,0.01402,18,44,0.0703125,0.171875
1403,0.01403,22,30,0.0859375,0.1171875
1404,0.01404,77,42,0.30078125,0.1640625
1405,0.01405,11,42,0.04296875,0.1640625
1406,0.01406,30,29,0.1171875,0.11328125
1407,0.01407,74,44,0.2890625,0.171875
1408,0.01408,5,40,0.01953125,0.15625
1409,0.01409,40,30,0.15625,0.1171875
1410,0.0141,69,45,0.26953125,0.17578125
1411,0.01411,0,36,0,0.140625
1412,0.01412,50,32,0.1953125,0.125
1413,0.01413,62,47,0.2421875,0.18359375
1414,0.01414,0,36,0,0.140625
1415,0.01415,60,33,0.234375,0.12890625
1416,0.01416,52,47,0.203125,0.18359375
1417,0.01417,0,34,0,0.1328125
1418,0.01418,68,35,0.265625,0.13671875
1419,0.01419,40,45,0.15625,0.17578125
1420,0.0142,4,32,0.015625,0.125
1421,0.01421,74,38,0.2890625,0.1484375
1422,0.01422,29,46,0.11328125,0.1796875
1423,0.01423,12,31,0.046875,0.12109375
1424,0.01424,77,39,0.30078125,0.15234375
1425,0.01425,17,43,0.06640625,0.16796875
1426,0.01426,23,30,0.08984375,0.1171875
1427,0.01427,76,43,0.296875,0.16796875
1428,0.01428,8,41,0.03125,0.16015625
1429,0.01429,36,30,0.140625,0.1171875
1430,0.0143,71,46,0.27734375,0.1796875
1431,0.01431,1,39,0.00390625,0.15234375
1432,0.01432,49,30,0.19140625,0.1171875
1433,0.01433,61,46,0.23828125,0.1796875
1434,0.01434,0,36,0,0.140625
1435,0.01435,62,33,0.2421875,0.12890625
1436,0.01436,48,47,0.1875,0.18359375
1437,0.01437,1,32,0.00390625,0.125
1438,0.01438,72,36,0.28125,0.140625
1439,0.01439,34,46,0.1328125,0.1796875
1440,0.0144,10,31,0.0390625,0.12109375
1441,0.01441,77,40,0.30078125,0.15625
1442,0.01442,18,44,0.0703125,0.171875
1443,0.01443,23,30,0.08984375,0.1171875
1444,0.01444,76,43,0.296875,0.16796875
1445,0.01445,7,41,0.02734375,0.16015625
1446,0.01446,39,30,0.15234375,0.1171875
1447,0.01447,69,45,0.26953125,0.17578125
1448,0.01448,0,38,0,0.1484375
1449,0.01449,55,33,0.21484375,0.12890625
1450,0.0145,55,47,0.21484375,0.18359375
1451,0.01451,0,34,0,0.1328125
1452,0.01452,68,35,0.265625,0.13671875
1453,0.01453,39,46,0.15234375,0.1796875
1454,0.01454,7,32,0.02734375,0.125
1455,0.01455,76,38,0.296875,0.1484375
1456,0.01456,21,44,0.08203125,0.171875
1457,0.01457,21,30,0.08203125,0.1171875
1458,0.01458,78,44,0.3046875,0.171875
1459,0.01459,7,41,0.02734375,0.16015625
1460,0.0146,39,31,0.15234375,0.12109375
1461,0.01461,68,45,0.265625,0.17578125
1462,0.01462,0,37,0,0.14453125
1463,0.01463,58,33,0.2265625,0.12890625
1464,0.01464,52,47,0.203125,0.18359375
1465,0.01465,1,34,0.00390625,0.1328125
1466,0.01466,72,37,0.28125,0.14453125
1467,0.01467,32,45,0.125,0.17578125
1468,0.01468,12,31,0.046875,0.12109375
1469,0.01469,77,40,0.30078125,0.15625
1470,0.0147,13,42,0.05078125,0.1640625
1471,0.01471,30,30,0.1171875,0.1171875
1472,0.01472,72,44,0.28125,0.171875
1473,0.01473,2,40,0.0078125,0.15625
1474,0.01474,51,32,0.19921875,0.125
1475,0.01475,58,47,0.2265625,0.18359375
1476,0.01476,0,34,0,0.1328125
1477,0.01477,69,35,0.26953125,0.13671875
1478,0.01478,37,46,0.14453125,0.1796875
1479,0.01479,9,31,0.03515625,0.12109375
1480,0.0148,77,39,0.30078125,0.15234375
1481,0.01481,16,43,0.0625,0.16796875
1482,0.01482,28,30,0.109375,0.1171875
1483,0.01483,73,44,0.28515625,0.171875
1484,0.01484,2,39,0.0078125,0.15234375
1485,0.01485,50,31,0.1953125,0.12109375
1486,0.01486,57,46,0.22265625,0.1796875
1487,0.01487,0,34,0,0.1328125
1488,0.01488,69,35,0.26953125,0.13671875
1489,0.01489,34,46,0.1328125,0.1796875
1490,0.0149,11,31,0.04296875,0.12109375
1491,0.01491,78,41,0.3046875,0.16015625
1492,0.01492,12,42,0.046875,0.1640625
1493,0.01493,34,31,0.1328125,0.12109375
1494,0.01494,71,45,0.27734375,0.17578125
1495,0.01495,0,38,0,0.1484375
1496,0.01496,58,33,0.2265625,0.12890625
1497,0.01497,50,46,0.1953125,0.1796875
1498,0.01498,3,33,0.01171875,0.12890625
1499,0.01499,73,37,0.28515625,0.14453125
1500,0.015,25,46,0.09765625,0.1796875
1501,0.01501,20,30,0.078125,0.1171875
1502,0.01502,76,43,0.296875,0.16796875
1503,0.01503,5,40,0.01953125,0.15625
1504,0.01504,46,31,0.1796875,0.12109375
1505,0.01505,60,46,0.234375,0.1796875
1506,0.01506,0,35,0,0.13671875
1507,0.01507,69,36,0.26953125,0.140625
1508,0.01508,36,46,0.140625,0.1796875
1509,0.01509,12,31,0.046875,0.12109375
1510,0.0151,77,40,0.30078125,0.15625
1511,0.01511,12,44,0.046875,0.171875
1512,0.01512,37,31,0.14453125,0.12109375
1513,0.01513,67,45,0.26171875,0.17578125
1514,0.01514,0,35,0,0.13671875
1515,0.01515,63,34,0.24609375,0.1328125
1516,0.01516,43,47,0.16796875,0.18359375
1517,0.01517,8,32,0.03125,0.125
1518,0.01518,78,40,0.3046875,0.15625
1519,0.01519,15,43,0.05859375,0.16796875
1520,0.0152,32,30,0.125,0.1171875
1521,0.01521,70,45,0.2734375,0.17578125
1522,0.01522,0,37,0,0.14453125
1523,0.01523,60,33,0.234375,0.12890625
1524,0.01524,45,46,0.17578125,0.1796875
1525,0.01525,6,33,0.0234375,0.12890625
1526,0.01526,77,40,0.30078125,0.15625
1527,0.01527,16,43,0.0625,0.16796875
1528,0.01528,30,30,0.1171875,0.1171875
1529,0.01529,71,45,0.27734375,0.17578125
1530,0.0153,0,38,0,0.1484375
1531,0.01531,61,33,0.23828125,0.12890625
1532,0.01532,46,47,0.1796875,0.18359375
1533,0.01533,7,33,0.02734375,0.12890625
1534,0.01534,78,39,0.3046875,0.15234375
1535,0.01535,15,44,0.05859375,0.171875
1536,0.01536,33,30,0.12890625,0.1171875
1537,0.01537,69,45,0.26953125,0.17578125
1538,0.01538,0,37,0,0.14453125
1539,0.01539,64,35,0.25,0.13671875
1540,0.0154,41,46,0.16015625,0.1796875
1541,0.01541,9,32,0.03515625,0.125
1542,0.01542,77,40,0.30078125,0.15625
1543,0.01543,11,42,0.04296875,0.1640625
1544,0.01544,38,31,0.1484375,0.12109375
1545,0.01545,64,45,0.25,0.17578125
1546,0.01546,0,35,0,0.13671875
1547,0.01547,74,43,0.2890625,0.16796875
1548,0.01548,32,45,0.125,0.17578125
1549,0.01549,15,30,0.05859375,0.1171875
1550,0.0155,76,42,0.296875,0.1640625
1551,0.01551,5,40,0.01953125,0.15625
1552,0.01552,48,31,0.1875,0.12109375
1553,0.01553,56,45,0.21875,0.17578125
1554,0.01554,1,34,0.00390625,0.1328125
1555,0.01555,75,38,0.29296875,0.1484375
1556,0.01556,22,44,0.0859375,0.171875
1557,0.01557,27,31,0.10546875,0.12109375
1558,0.01558,72,44,0.28125,0.171875
1559,0.01559,0,37,0,0.14453125
1560,0.0156,61,33,0.23828125,0.12890625
1561,0.01561,42,46,0.1640625,0.1796875
1562,0.01562,13,37,0.05078125,0.14453125
1563,0.01563,77,40,0.30078125,0.15625
1564,0.01564,9,41,0.03515625,0.16015625
1565,0.01565,42,31,0.1640625,0.12109375
1566,0.01566,60,44,0.234375,0.171875
1567,0.01567,2,37,0.0078125,0.14453125
1568,0.01568,73,37,0.28515625,0.14453125
1569,0.01569,25,44,0.09765625,0.171875
1570,0.0157,23,31,0.08984375,0.12109375
1571,0.01571,74,44,0.2890625,0.171875
1572,0.01572,0,38,0,0.1484375
1573,0.01573,60,33,0.234375,0.12890625
1574,0.01574,42,46,0.1640625,0.1796875
1575,0.01575,9,32,0.03515625,0.125
1576,0.01576,77,41,0.30078125,0.16015625
1577,0.01577,10,45,0.0390625,0.17578125
1578,0.01578,46,32,0.1796875,0.125
1579,0.01579,57,45,0.22265625,0.17578125
1580,0.0158,1,33,0.00390625,0.12890625
1581,0.01581,75,38,0.29296875,0.1484375
1582,0.01582,20,44,0.078125,0.171875
1583,0.01583,31,31,0.12109375,0.12109375
1584,0.01584,69,45,0.26953125,0.17578125
1585,0.01585,0,36,0,0.140625
1586,0.01586,68,35,0.265625,0.13671875
1587,0.01587,32,46,0.125,0.1796875
1588,0.01588,18,32,0.0703125,0.125
1589,0.01589,75,43,0.29296875,0.16796875
1590,0.0159,1,39,0.00390625,0.15234375
1591,0.01591,58,34,0.2265625,0.1328125
1592,0.01592,45,46,0.17578125,0.1796875
1593,0.01593,9,32,0.03515625,0.125
1594,0.01594,78,41,0.3046875,0.16015625
1595,0.01595,7,41,0.02734375,0.16015625
1596,0.01596,48,32,0.1875,0.125
1597,0.01597,56,48,0.21875,0.1875
1598,0.01598,3,33,0.01171875,0.12890625
1599,0.01599,77,39,0.30078125,0.15234375
1600,0.016,14,43,0.0546875,0.16796875
1601,0.01601,39,32,0.15234375,0.125
1602,0.01602,65,49,0.25390625,0.19140625
1603,0.01603,0,35,0,0.13671875
1604,0.01604,74,37,0.2890625,0.14453125
1605,0.01605,21,44,0.08203125,0.171875
1606,0.01606,30,31,0.1171875,0.12109375
1607,0.01607,68,44,0.265625,0.171875
1608,0.01608,0,37,0,0.14453125
1609,0.01609,70,36,0.2734375,0.140625
1610,0.0161,27,45,0.10546875,0.17578125
1611,0.01611,24,31,0.09375,0.12109375
1612,0.01612,71,44,0.27734375,0.171875
1613,0.01613,0,37,0,0.14453125
1614,0.01614,66,34,0.2578125,0.1328125
1615,0.01615,33,45,0.12890625,0.17578125
1616,0.01616,19,31,0.07421875,0.12109375
1617,0.01617,74,43,0.2890625,0.16796875
1618,0.01618,0,38,0,0.1484375
1619,0.01619,64,35,0.25,0.13671875
1620,0.0162,37,46,0.14453125,0.1796875
1621,0.01621,16,32,0.0625,0.125
1622,0.01622,75,43,0.29296875,0.16796875
1623,0.01623,1,39,0.00390625,0.15234375
1624,0.01624,60,33,0.234375,0.12890625
1625,0.01625,38,45,0.1484375,0.17578125
1626,0.01626,14,31,0.0546875,0.12109375
1627,0.01627,76,43,0.296875,0.16796875
1628,0.01628,1,39,0.00390625,0.15234375
1629,0.01629,60,34,0.234375,0.1328125
1630,0.0163,40,46,0.15625,0.1796875
1631,0.01631,14,31,0.0546875,0.12109375
1632,0.01632,75,42,0.29296875,0.1640625
1633,0.01633,2,39,0.0078125,0.15234375
1634,0.01634,60,34,0.234375,0.1328125
1635,0.01635,39,46,0.15234375,0.1796875
1636,0.01636,14,32,0.0546875,0.125
1637,0.01637,75,42,0.29296875,0.1640625
1638,0.01638,1,38,0.00390625,0.1484375
1639,0.01639,62,35,0.2421875,0.13671875
1640,0.0164,38,45,0.1484375,0.17578125
1641,0.01641,15,30,0.05859375,0.1171875
1642,0.01642,74,42,0.2890625,0.1640625
1643,0.01643,0,38,0,0.1484375
1644,0.01644,64,35,0.25,0.13671875
1645,0.01645,34,45,0.1328125,0.17578125
1646,0.01646,19,31,0.07421875,0.12109375
1647,0.01647,73,43,0.28515625,0.16796875
1648,0.01648,0,37,0,0.14453125
1649,0.01649,66,35,0.2578125,0.13671875
1650,0.0165,29,44,0.11328125,0.171875
1651,0.01651,24,31,0.09375,0.12109375
1652,0.01652,71,44,0.27734375,0.171875
1653,0.01653,0,36,0,0.140625
1654,0.01654,70,36,0.2734375,0.140625
1655,0.01655,24,44,0.09375,0.171875
1656,0.01656,30,31,0.1171875,0.12109375
1657,0.01657,66,45,0.2578125,0.17578125
1658,0.01658,0,36,0,0.140625
1659,0.01659,74,37,0.2890625,0.14453125
1660,0.0166,16,43,0.0625,0.16796875
1661,0.01661,38,31,0.1484375,0.12109375
1662,0.01662,60,45,0.234375,0.17578125
1663,0.01663,2,34,0.0078125,0.1328125
1664,0.01664,77,40,0.30078125,0.15625
1665,0.01665,10,42,0.0390625,0.1640625
1666,0.01666,47,32,0.18359375,0.125
1667,0.01667,51,46,0.19921875,0.1796875
1668,0.01668,7,32,0.02734375,0.125
1669,0.01669,78,42,0.3046875,0.1640625
1670,0.0167,4,40,0.015625,0.15625
1671,0.01671,58,34,0.2265625,0.1328125
1672,0.01672,40,45,0.15625,0.17578125
1673,0.01673,16,32,0.0625,0.125
1674,0.01674,74,43,0.2890625,0.16796875
1675,0.01675,0,37,0,0.14453125
1676,0.01676,67,36,0.26171875,0.140625
1677,0.01677,27,44,0.10546875,0.171875
1678,0.01678,27,31,0.10546875,0.12109375
1679,0.01679,67,45,0.26171875,0.17578125
1680,0.0168,0,35,0,0.13671875
1681,0.01681,75,38,0.29296875,0.1484375
1682,0.01682,14,42,0.0546875,0.1640625
1683,0.01683,42,32,0.1640625,0.125
1684,0.01684,56,45,0.21875,0.17578125
1685,0.01685,5,33,0.01953125,0.12890625
1686,0.01686,77,40,0.30078125,0.15625
1687,0.01687,5,41,0.01953125,0.16015625
1688,0.01688,58,34,0.2265625,0.1328125
1689,0.01689,40,45,0.15625,0.17578125
1690,0.0169,17,32,0.06640625,0.125
1691,0.01691,73,43,0.28515625,0.16796875
1692,0.01692,0,37,0,0.14453125
1693,0.01693,70,36,0.2734375,0.140625
1694,0.01694,22,44,0.0859375,0.171875
1695,0.01695,34,31,0.1328125,0.12109375
1696,0.01696,62,46,0.2421875,0.1796875
1697,0.01697,3,35,0.01171875,0.13671875
1698,0.01698,77,39,0.30078125,0.15234375
1699,0.01699,7,41,0.02734375,0.16015625
1700,0.017,53,33,0.20703125,0.12890625
1701,0.01701,44,46,0.171875,0.1796875
1702,0.01702,16,35,0.0625,0.13671875
1703,0.01703,75,43,0.29296875,0.16796875
1704,0.01704,0,37,0,0.14453125
1705,0.01705,69,36,0.26953125,0.140625
1706,0.01706,23,44,0.08984375,0.171875
1707,0.01707,34,32,0.1328125,0.125
1708,0.01708,61,45,0.23828125,0.17578125
1709,0.01709,3,34,0.01171875,0.1328125
1710,0.0171,77,39,0.30078125,0.15234375
1711,0.01711,6,41,0.0234375,0.16015625
1712,0.01712,56,33,0.21875,0.12890625
1713,0.01713,39,44,0.15234375,0.171875
1714,0.01714,17,31,0.06640625,0.12109375
1715,0.01715,72,43,0.28125,0.16796875
1716,0.01716,0,36,0,0.140625
1717,0.01717,70,31,0.2734375,0.12109375
1718,0.01718,16,43,0.0625,0.16796875
1719,0.01719,43,32,0.16796875,0.125
1720,0.0172,53,46,0.20703125,0.1796875
1721,0.01721,8,32,0.03125,0.125
1722,0.01722,78,43,0.3046875,0.16796875
1723,0.01723,0,38,0,0.1484375
1724,0.01724,66,35,0.2578125,0.13671875
1725,0.01725,26,44,0.1015625,0.171875
1726,0.01726,31,32,0.12109375,0.125
1727,0.01727,63,46,0.24609375,0.1796875
1728,0.01728,2,34,0.0078125,0.1328125
1729,0.01729,78,40,0.3046875,0.15625
1730,0.0173,5,40,0.01953125,0.15625
1731,0.01731,58,33,0.2265625,0.12890625
1732,0.01732,37,47,0.14453125,0.18359375
1733,0.01733,23,32,0.08984375,0.125
1734,0.01734,68,45,0.265625,0.17578125
1735,0.01735,0,35,0,0.13671875
1736,0.01736,77,39,0.30078125,0.15234375
1737,0.01737,8,41,0.03125,0.16015625
1738,0.01738,53,33,0.20703125,0.12890625
1739,0.01739,42,46,0.1640625,0.1796875
1740,0.0174,18,32,0.0703125,0.125
1741,0.01741,71,43,0.27734375,0.16796875
1742,0.01742,0,35,0,0.13671875
1743,0.01743,75,38,0.29296875,0.1484375
1744,0.01744,11,41,0.04296875,0.16015625
1745,0.01745,51,34,0.19921875,0.1328125
1746,0.01746,44,46,0.171875,0.1796875
1747,0.01747,16,33,0.0625,0.12890625
1748,0.01748,73,43,0.28515625,0.16796875
1749,0.01749,0,36,0,0.140625
1750,0.0175,74,38,0.2890625,0.1484375
1751,0.01751,12,42,0.046875,0.1640625
1752,0.01752,47,30,0.18359375,0.1171875
1753,0.01753,45,46,0.17578125,0.1796875
1754,0.01754,15,32,0.05859375,0.125
1755,0.01755,72,43,0.28125,0.16796875
1756,0.01756,0,36,0,0.140625
1757,0.01757,72,35,0.28125,0.13671875
1758,0.01758,11,42,0.04296875,0.1640625
1759,0.01759,50,32,0.1953125,0.125
1760,0.0176,42,45,0.1640625,0.17578125
1761,0.01761,18,31,0.0703125,0.12109375
1762,0.01762,71,44,0.27734375,0.171875
1763,0.01763,0,35,0,0.13671875
1764,0.01764,76,39,0.296875,0.15234375
1765,0.01765,8,41,0.03125,0.16015625
1766,0.01766,55,33,0.21484375,0.12890625
1767,0.01767,33,39,0.12890625,0.15234375
1768,0.01768,23,32,0.08984375,0.125
1769,0.01769,68,45,0.265625,0.17578125
1770,0.0177,1,34,0.00390625,0.1328125
1771,0.01771,77,40,0.30078125,0.15625
1772,0.01772,5,41,0.01953125,0.16015625
1773,0.01773,62,34,0.2421875,0.1328125
1774,0.01774,29,44,0.11328125,0.171875
1775,0.01775,32,32,0.125,0.125
1776,0.01776,59,44,0.23046875,0.171875
1777,0.01777,5,34,0.01953125,0.1328125
1778,0.01778,76,42,0.296875,0.1640625
1779,0.01779,0,38,0,0.1484375
1780,0.0178,70,36,0.2734375,0.140625
1781,0.01781,19,43,0.07421875,0.16796875
1782,0.01782,45,35,0.17578125,0.13671875
1783,0.01783,48,45,0.1875,0.17578125
1784,0.01784,14,32,0.0546875,0.125
1785,0.01785,72,43,0.28125,0.16796875
1786,0.01786,0,36,0,0.140625
1787,0.01787,78,42,0.3046875,0.1640625
1788,0.01788,8,41,0.03125,0.16015625
1789,0.01789,57,34,0.22265625,0.1328125
1790,0.0179,34,44,0.1328125,0.171875
1791,0.01791,27,31,0.10546875,0.12109375
1792,0.01792,65,49,0.25390625,0.19140625
1793,0.01793,4,33,0.015625,0.12890625
1794,0.01794,77,41,0.30078125,0.16015625
1795,0.01795,0,38,0,0.1484375
1796,0.01796,69,35,0.26953125,0.13671875
1797,0.01797,18,44,0.0703125,0.171875
1798,0.01798,46,33,0.1796875,0.12890625
1799,0.01799,46,46,0.1796875,0.1796875
1800,0.018,17,32,0.06640625,0.125
1801,0.01801,70,44,0.2734375,0.171875
1802,0.01802,1,36,0.00390625,0.140625
1803,0.01803,78,40,0.3046875,0.15625
1804,0.01804,3,40,0.01171875,0.15625
1805,0.01805,64,35,0.25,0.13671875
1806,0.01806,24,43,0.09375,0.16796875
1807,0.01807,37,31,0.14453125,0.12109375
1808,0.01808,53,45,0.20703125,0.17578125
1809,0.01809,12,33,0.046875,0.12890625
1810,0.0181,73,43,0.28515625,0.16796875
1811,0.01811,0,36,0,0.140625
1812,0.01812,76,39,0.296875,0.15234375
1813,0.01813,6,41,0.0234375,0.16015625
1814,0.01814,61,35,0.23828125,0.13671875
1815,0.01815,28,45,0.109375,0.17578125
1816,0.01816,35,32,0.13671875,0.125
1817,0.01817,56,47,0.21875,0.18359375
1818,0.01818,9,31,0.03515625,0.12109375
1819,0.01819,74,43,0.2890625,0.16796875
1820,0.0182,0,36,0,0.140625
1821,0.01821,76,39,0.296875,0.15234375
1822,0.01822,6,41,0.0234375,0.16015625
1823,0.01823,61,34,0.23828125,0.1328125
1824,0.01824,26,43,0.1015625,0.16796875
1825,0.01825,36,31,0.140625,0.12109375
1826,0.01826,53,45,0.20703125,0.17578125
1827,0.01827,12,32,0.046875,0.125
1828,0.01828,72,43,0.28125,0.16796875
1829,0.01829,0,35,0,0.13671875
1830,0.0183,77,39,0.30078125,0.15234375
1831,0.01831,3,39,0.01171875,0.15234375
1832,0.01832,65,35,0.25390625,0.13671875
1833,0.01833,21,43,0.08203125,0.16796875
1834,0.01834,43,32,0.16796875,0.125
1835,0.01835,45,45,0.17578125,0.17578125
1836,0.01836,19,32,0.07421875,0.125
1837,0.01837,67,44,0.26171875,0.171875
1838,0.01838,3,34,0.01171875,0.1328125
1839,0.01839,77,40,0.30078125,0.15625
1840,0.0184,0,38,0,0.1484375
1841,0.01841,72,36,0.28125,0.140625
1842,0.01842,12,41,0.046875,0.16015625
1843,0.01843,54,33,0.2109375,0.12890625
1844,0.01844,33,44,0.12890625,0.171875
1845,0.01845,31,32,0.12109375,0.125
1846,0.01846,57,45,0.22265625,0.17578125
1847,0.01847,10,32,0.0390625,0.125
1848,0.01848,73,43,0.28515625,0.16796875
1849,0.01849,0,35,0,0.13671875
1850,0.0185,77,40,0.30078125,0.15625
1851,0.01851,2,39,0.0078125,0.15234375
1852,0.01852,68,37,0.265625,0.14453125
1853,0.01853,18,43,0.0703125,0.16796875
