k,freq_hz,xr,xi,yr,yi,x_mag_db,y_mag_db
33,1611.32812,-0.00213623047,0.000518798828,-0.00210571289,0.000946044922,-53.1581573,-52.7335205
34,1660.15625,-0.00216674805,0.000671386719,-0.00216674805,0.00115966797,-52.8856735,-52.1898994
35,1708.98438,-0.00228881836,0.000762939453,-0.00216674805,0.00122070312,-52.3501968,-52.0866623
36,1757.8125,-0.00228881836,0.00106811523,-0.00207519531,0.00149536133,-51.952095,-51.8425369
37,1806.64062,-0.00228881836,0.00131225586,-0.00198364258,0.00180053711,-51.5734673,-51.440712
38,1855.46875,-0.00225830078,0.00158691406,-0.00192260742,0.001953125,-51.1814651,-51.2429581
39,1904.29688,-0.00210571289,0.00180053711,-0.00177001953,0.00219726562,-51.148674,-50.9903526
40,1953.125,-0.00198364258,0.00207519531,-0.00152587891,0.00247192383,-50.8400574,-50.737236
41,2001.95312,-0.00177001953,0.00225830078,-0.00131225586,0.00253295898,-50.8444786,-50.8948822
42,2050.78125,-0.00158691406,0.00253295898,-0.0009765625,0.00271606445,-50.4894562,-50.7931938
43,2099.60938,-0.00131225586,0.0026550293,-0.000701904297,0.00283813477,-50.5694122,-50.6815186
44,2148.4375,-0.00103759766,0.00296020508,-0.000396728516,0.00308227539,-50.0703049,-50.1512108
45,2197.26562,-0.000610351562,0.00302124023,9.15527344e-05,0.00296020508,-50.2225723,-50.5694122
46,2246.09375,-0.000335693359,0.00296020508,0.000427246094,0.00271606445,-50.5180702,-51.2150421
47,2294.92188,9.15527344e-05,0.00308227539,0.000793457031,0.00277709961,-50.2187386,-50.7873726
48,2343.75,0.000579833984,0.00305175781,0.00122070312,0.0026550293,-50.1549835,-50.6857758
49,2392.57812,0.0009765625,0.00283813477,0.00146484375,0.00228881836,-50.4533844,-51.3168144
50,2441.40625,0.00128173828,0.00268554688,0.00180053711,0.00207519531,-50.5281067,-51.2214661
51,2490.23438,0.00173950195,0.00241088867,0.00204467773,0.00170898438,-50.5363388,-51.4866028
52,2539.0625,0.00198364258,0.00186157227,0.00210571289,0.00115966797,-51.3075104,-52.3815842
53,2587.89062,0.00219726562,0.00143432617,0.00231933594,0.000640869141,-51.6207924,-52.3731918
54,2636.71875,0.00244140625,0.00112915039,0.00231933594,0.000274658203,-51.4053497,-52.6322479
55,2685.54688,0.00250244141,0.00048828125,0.00210571289,-0.000366210938,-51.8704453,-53.4026108
56,2734.375,0.00238037109,-0.000122070312,0.00189208984,-0.000885009766,-52.4557037,-53.6019058
57,2783.20312,0.0022277832,-0.000579833984,0.00161743164,-0.0012512207,-52.7578773,-53.7865372
58,2832.03125,0.00189208984,-0.00106811523,0.00115966797,-0.00152587891,-53.2597771,-54.3496284
59,2880.85938,0.00149536133,-0.00143432617,0.000701904297,-0.00170898438,-53.6719894,-54.6682587
60,2929.6875,0.00100708008,-0.00186157227,0.000122070312,-0.00189208984,-53.4875488,-54.4431267
61,2978.51562,0.000396728516,-0.00201416016,-0.00048828125,-0.00186157227,-53.7528152,-54.313446
62,3027.34375,-0.000305175781,-0.00201416016,-0.00109863281,-0.00155639648,-53.8195457,-54.4016953
63,3076.17188,-0.000823974609,-0.00192260742,-0.00149536133,-0.0012512207,-53.5898666,-54.2002678
64,3125,-0.00149536133,-0.00152587891,-0.00204467773,-0.000762939453,-53.4061508,-53.2213936
65,3173.82812,-0.00201416016,-0.00112915039,-0.00228881836,-0.000213623047,-52.7312431,-52.7701035
66,3222.65625,-0.00234985352,-0.00048828125,-0.00228881836,0.000396728516,-52.3955994,-52.6792145
67,3271.48438,-0.00241088867,0.000152587891,-0.00210571289,0.0009765625,-52.3390961,-52.6859665
68,3320.3125,-0.00238037109,0.000946044922,-0.00177001953,0.00173950195,-51.8301849,-52.105011
69,3369.14062,-0.00210571289,0.00158691406,-0.00131225586,0.00213623047,-51.5787048,-52.0166054
70,3417.96875,-0.00173950195,0.00216674805,-0.000823974609,0.00244140625,-51.1234512,-51.7787132
71,3466.79688,-0.0009765625,0.0026550293,6.10351562e-05,0.00262451172,-50.9675522,-51.616684
72,3515.625,-0.000213623047,0.00286865234,0.000762939453,0.00234985352,-50.8224258,-52.1439362
73,3564.45312,0.000640869141,0.00271606445,0.00149536133,0.00207519531,-51.0858955,-51.8425369
74,3613.28125,0.00131225586,0.00244140625,0.00177001953,0.00155639648,-51.1449852,-52.5528946
75,3662.10938,0.00189208984,0.00192260742,0.00207519531,0.000823974609,-51.3808212,-53.0230293
76,3710.9375,0.00228881836,0.00103759766,0.00204467773,0,-51.9960594,-53.7875023
77,3759.76562,0.00247192383,0.000152587891,0.00192260742,-0.000823974609,-52.1227837,-53.5898666
78,3808.59375,0.00225830078,-0.000701904297,0.00137329102,-0.00143432617,-52.5238724,-54.0414886
79,3857.42188,0.00173950195,-0.00137329102,0.000610351562,-0.0016784668,-53.0875969,-54.9623909
80,3906.25,0.00100708008,-0.001953125,-0.000152587891,-0.00189208984,-53.1615105,-54.4330139
81,3955.07812,3.05175781e-05,-0.00219726562,-0.0009765625,-0.00173950195,-53.1615105,-54.0016708
82,4003.90625,-0.000823974609,-0.00198364258,-0.00158691406,-0.0012512207,-53.359436,-53.8893051
83,4052.73438,-0.00158691406,-0.00152587891,-0.001953125,-0.00048828125,-53.1456299,-53.9221115
84,4101.5625,-0.00225830078,-0.000701904297,-0.00219726562,0.000457763672,-52.5238724,-52.977829
85,4150.39062,-0.00247192383,0.000152587891,-0.00198364258,0.00122070312,-52.1227837,-52.6560402
86,4199.21875,-0.00228881836,0.00112915039,-0.00140380859,0.00183105469,-51.8617439,-52.7380753
87,4248.04688,-0.00180053711,0.00198364258,-0.000701904297,0.00225830078,-51.440712,-52.5238724
88,4296.875,-0.000885009766,0.00250244141,0.000244140625,0.00231933594,-51.5209122,-52.6448746
89,4345.70312,9.15527344e-05,0.00268554688,0.00109863281,0.00189208984,-51.414299,-53.1993675
90,4394.53125,0.00112915039,0.00247192383,0.00173950195,0.00134277344,-51.3162651,-53.1615105
91,4443.35938,0.00189208984,0.00164794922,0.00198364258,0.000457763672,-52.0095291,-53.8253975
92,4492.1875,0.00225830078,0.000732421875,0.00177001953,-0.00048828125,-52.4900093,-54.7219124
93,4541.01562,0.00231933594,-0.000427246094,0.00146484375,-0.00131225586,-52.547802,-54.1253815
94,4589.84375,0.00189208984,-0.00143432617,0.000671386719,-0.00177001953,-52.4892883,-54.4566498
95,4638.67188,0.000823974609,-0.00201416016,-0.000457763672,-0.00183105469,-53.2460861,-54.4826851
96,4687.5,-0.000244140625,-0.00213623047,-0.00119018555,-0.00140380859,-53.3506813,-54.7015686
97,4736.32812,-0.00131225586,-0.00186157227,-0.00186157227,-0.000671386719,-52.8504486,-54.0713425
98,4785.15625,-0.00213623047,-0.000946044922,-0.00207519531,0.000274658203,-52.6292801,-53.5834045
99,4833.98438,-0.00244140625,0.000244140625,-0.00177001953,0.00128173828,-52.2039833,-53.2095184
100,4882.8125,-0.00219726562,0.00143432617,-0.00103759766,0.00201416016,-51.6207924,-52.8959045
101,4931.64062,-0.00134277344,0.00241088867,-0.000122070312,0.00241088867,-51.1830559,-52.3453369
102,4980.46875,-0.000213623047,0.00268554688,0.000946044922,0.00207519531,-51.3919487,-52.838768
103,5029.29688,0.00103759766,0.00241088867,0.00170898438,0.00122070312,-51.6184425,-53.554882
104,5078.125,0.00201416016,0.00164794922,0.00201416016,0.000274658203,-51.6924629,-53.8381042
105,5126.95312,0.00241088867,0.000396728516,0.00164794922,-0.000793457031,-52.2404175,-54.7556343
106,5175.78125,0.00225830078,-0.000854492188,0.00100708008,-0.00152587891,-52.3432541,-54.7592621
107,5224.60938,0.00137329102,-0.00186157227,-6.10351562e-05,-0.00183105469,-52.7153435,-54.7411499
108,5273.4375,3.05175781e-05,-0.00228881836,-0.00119018555,-0.00152587891,-52.807003,-54.2656555
109,5322.26562,-0.0012512207,-0.00192260742,-0.00186157227,-0.000640869141,-52.7885132,-54.1159782
110,5371.09375,-0.00216674805,-0.000946044922,-0.00201416016,0.000457763672,-52.5260391,-53.699398
111,5419.92188,-0.00241088867,0.000427246094,-0.00152587891,0.00149536133,-52.2221603,-53.4061508
112,5468.75,-0.00204467773,0.00161743164,-0.000701904297,0.00207519531,-51.67696,-53.1883965
113,5517.57812,-0.000854492188,0.00250244141,0.000457763672,0.00210571289,-51.5537567,-53.3314743
114,5566.40625,0.000579833984,0.00247192383,0.00140380859,0.00143432617,-51.9066811,-53.9491348
115,5615.23438,0.00170898438,0.00177001953,0.00183105469,0.000427246094,-52.1798668,-54.5157394
116,5664.0625,0.00231933594,0.00048828125,0.00161743164,-0.000732421875,-52.5043869,-55.0134125
117,5712.89062,0.00213623047,-0.000946044922,0.000823974609,-0.00152587891,-52.6292801,-55.2183189
118,5761.71875,0.00115966797,-0.00201416016,-0.000305175781,-0.00173950195,-52.6747169,-55.0598488
119,5810.54688,-0.000396728516,-0.00225830078,-0.00143432617,-0.00131225586,-52.7923584,-54.2258797
120,5859.375,-0.0016784668,-0.00161743164,-0.00192260742,-0.000152587891,-52.6493378,-54.2949219
121,5908.20312,-0.00234985352,-0.000274658203,-0.00170898438,0.0009765625,-52.5202522,-54.1180649
122,5957.03125,-0.00228881836,0.00128173828,-0.000946044922,0.00186157227,-51.6231461,-53.6046829
123,6005.85938,-0.00115966797,0.00238037109,0.000274658203,0.00207519531,-51.542202,-53.5834045
124,6054.6875,0.000366210938,0.00262451172,0.00131225586,0.00143432617,-51.5352859,-54.2258797
125,6103.51562,0.00177001953,0.00192260742,0.00189208984,0.000366210938,-51.6561852,-54.3014488
126,6152.34375,0.00241088867,0.00048828125,0.00155639648,-0.000823974609,-52.1818695,-55.0845566
127,6201.17188,0.00204467773,-0.00103759766,0.000640869141,-0.00152587891,-52.7923584,-55.6240463
128,6250,0.000762939453,-0.00210571289,-0.000640869141,-0.00155639648,-52.9963341,-55.4774055
129,6298.82812,-0.000854492188,-0.00210571289,-0.00164794922,-0.000823974609,-52.8699837,-54.6920242
130,6347.65625,-0.00210571289,-0.00106811523,-0.00189208984,0.000427246094,-52.537632,-54.2451859
131,6396.48438,-0.00244140625,0.000518798828,-0.00131225586,0.00152587891,-52.0553894,-53.9251022
132,6445.3125,-0.00161743164,0.001953125,-6.10351562e-05,0.001953125,-51.9173622,-54.18116
133,6494.14062,-6.10351562e-05,0.00244140625,0.00100708008,0.00146484375,-52.2444878,-55.0031624
134,6542.96875,0.00155639648,0.00207519531,0.0016784668,0.000518798828,-51.7206192,-55.1054726
135,6591.79688,0.00247192383,0.000549316406,0.00149536133,-0.000793457031,-51.9299622,-55.4277229
136,6640.625,0.00204467773,-0.00112915039,0.00048828125,-0.00152587891,-52.6315079,-55.9062042
137,6689.45312,0.000610351562,-0.0022277832,-0.000793457031,-0.00152587891,-52.7282104,-55.2901917
138,6738.28125,-0.00109863281,-0.00198364258,-0.0016784668,-0.000549316406,-52.8888245,-55.0598488
139,6787.10938,-0.00228881836,-0.000701904297,-0.00173950195,0.000732421875,-52.4174271,-54.4826851
140,6835.9375,-0.00238037109,0.00106811523,-0.000885009766,0.00170898438,-51.6704178,-54.3134384
141,6884.76562,-0.00106811523,0.00231933594,0.000457763672,0.00189208984,-51.857399,-54.214119
142,6933.59375,0.000610351562,0.00241088867,0.00143432617,0.0009765625,-52.0866623,-55.2129402
143,6982.42188,0.00207519531,0.00131225586,0.00170898438,-0.000213623047,-52.1979446,-55.2779045
144,7031.25,0.00231933594,-0.000549316406,0.000885009766,-0.00137329102,-52.4557037,-55.7362366
145,7080.07812,0.00119018555,-0.001953125,-0.000457763672,-0.00155639648,-52.8139534,-55.7972755
146,7128.90625,-0.000732421875,-0.00216674805,-0.00161743164,-0.000762939453,-52.8139534,-54.9509964
147,7177.73438,-0.00216674805,-0.00100708008,-0.00173950195,0.000579833984,-52.4343948,-54.7339249
148,7226.5625,-0.00241088867,0.000946044922,-0.000885009766,0.00170898438,-51.7344666,-54.3134384
149,7275.39062,-0.00115966797,0.00238037109,0.000427246094,0.00189208984,-51.542202,-54.2451859
150,7324.21875,0.000823974609,0.00241088867,0.00149536133,0.0009765625,-51.8766747,-54.9623909
151,7373.04688,0.00216674805,0.00112915039,0.00152587891,-0.000427246094,-52.2404175,-56.0018005
152,7421.875,0.00228881836,-0.000793457031,0.000762939453,-0.00143432617,-52.3149071,-55.784996
153,7470.70312,0.000732421875,-0.00216674805,-0.000762939453,-0.00137329102,-52.8139534,-56.0765419
154,7519.53125,-0.00122070312,-0.00198364258,-0.0016784668,-0.000305175781,-52.6560402,-55.3604965
155,7568.35938,-0.00244140625,-0.000396728516,-0.00152587891,0.00103759766,-52.1340103,-54.678936
156,7617.1875,-0.00201416016,0.00146484375,-0.000335693359,0.00170898438,-52.0742569,-55.1808205
157,7666.01562,-0.000305175781,0.00256347656,0.000946044922,0.00143432617,-51.7622948,-55.2984047
158,7714.84375,0.00164794922,0.00192260742,0.0016784668,0.000213623047,-51.9299622,-55.4319611
159,7763.67188,0.00238037109,3.05175781e-05,0.00112915039,-0.00109863281,-52.4663925,-56.0520248
160,7812.5,0.00137329102,-0.00189208984,-0.000366210938,-0.00161743164,-52.6233597,-55.6063652
161,7861.32812,-0.000579833984,-0.0022277832,-0.00146484375,-0.000732421875,-52.7578773,-55.7150726
162,7910.15625,-0.00225830078,-0.000915527344,-0.00161743164,0.000579833984,-52.2635193,-55.2984047
163,7958.98438,-0.00228881836,0.0012512207,-0.000610351562,0.00170898438,-51.6722031,-54.8238754
164,8007.8125,-0.000610351562,0.00250244141,0.000793457031,0.00149536133,-51.7817612,-55.4277229
165,8056.64062,0.00149536133,0.00207519531,0.00161743164,0.000244140625,-51.8425369,-55.7256393
166,8105.46875,0.00244140625,0.000152587891,0.00106811523,-0.00106811523,-52.2302666,-56.4173355
167,8154.29688,0.00146484375,-0.00177001953,-0.000274658203,-0.00146484375,-52.7747002,-56.5341148
168,8203.125,-0.000701904297,-0.00219726562,-0.00149536133,-0.000671386719,-52.7403603,-55.7075424
169,8251.95312,-0.00231933594,-0.000793457031,-0.00158691406,0.000671386719,-52.212059,-55.2738152
170,8300.78125,-0.00204467773,0.00143432617,-0.000335693359,0.0016784668,-52.0495453,-55.3314133
171,8349.60938,-0.000183105469,0.00259399414,0.00100708008,0.00137329102,-51.6990318,-55.3758163
172,8398.4375,0.00189208984,0.0016784668,0.00158691406,0,-51.9400635,-55.9889297
173,8447.26562,0.00231933594,-0.000610351562,0.000671386719,-0.00140380859,-52.4019241,-56.1592674
174,8496.09375,0.000793457031,-0.00228881836,-0.000823974609,-0.00134277344,-52.3149071,-56.0520248
175,8544.92188,-0.00152587891,-0.00177001953,-0.00170898438,0,-52.6270599,-55.3452377
176,8593.75,-0.00247192383,0.000213623047,-0.00112915039,0.00137329102,-52.106987,-55.0018768
177,8642.57812,-0.00134277344,0.00231933594,0.000335693359,0.00173950195,-51.4373322,-55.0326996
178,8691.40625,0.0009765625,0.0022277832,0.00137329102,0.000610351562,-52.2792091,-56.4618835
179,8740.23438,0.00244140625,0.000427246094,0.00119018555,-0.000885009766,-52.1161957,-56.5761986
180,8789.0625,0.00152587891,-0.00170898438,-0.000244140625,-0.00143432617,-52.7992859,-56.7430077
181,8837.89062,-0.000732421875,-0.00216674805,-0.00143432617,-0.000457763672,-52.8139534,-56.4457932
182,8886.71875,-0.00238037109,-0.000579833984,-0.00137329102,0.0009765625,-52.2167664,-55.4674225
183,8935.54688,-0.00183105469,0.00177001953,0,0.0016784668,-51.8804131,-55.5017471
184,8984.375,0.000366210938,0.00247192383,0.00115966797,0.000885009766,-52.0450134,-56.7201385
185,9033.20312,0.00219726562,0.000915527344,0.00128173828,-0.000701904297,-52.4671097,-56.7049599
186,9082.03125,0.00173950195,-0.00146484375,0,-0.00146484375,-52.8637238,-56.6841736
187,9130.85938,-0.000396728516,-0.00225830078,-0.00137329102,-0.000671386719,-52.7923584,-56.3139915
188,9179.6875,-0.00234985352,-0.000732421875,-0.00140380859,0.000854492188,-52.1765289,-55.6850204
189,9228.51562,-0.00189208984,0.00164794922,-9.15527344e-05,0.00161743164,-52.0095291,-55.8095894
190,9277.34375,0.000305175781,0.00250244141,0.00119018555,0.000823974609,-51.9686089,-56.7871704
191,9326.17188,0.00216674805,0.000854492188,0.00119018555,-0.000762939453,-52.6560402,-56.9927025
192,9375,0.00170898438,-0.00146484375,-9.15527344e-05,-0.00131225586,-52.9530106,-57.6185417
193,9423.82812,-0.000671386719,-0.00216674805,-0.00140380859,-0.00048828125,-52.8856735,-56.5578499
194,9472.65625,-0.00234985352,-0.000366210938,-0.00128173828,0.00100708008,-52.474968,-55.7559814
195,9521.48438,-0.00164794922,0.001953125,6.10351562e-05,0.00158691406,-51.8505821,-55.9825134
196,9570.3125,0.000915527344,0.00231933594,0.00146484375,0.000549316406,-52.0638351,-56.1127472
197,9619.14062,0.00238037109,0.000335693359,0.0009765625,-0.000915527344,-52.3815842,-57.4669456
198,9667.96875,0.00122070312,-0.00192260742,-0.000579833984,-0.00131225586,-52.8512268,-56.865078
199,9716.79688,-0.00140380859,-0.00186157227,-0.00158691406,-6.10351562e-05,-52.6470985,-55.9825134
200,9765.625,-0.00244140625,0.000427246094,-0.000823974609,0.00134277344,-52.1161957,-56.0520248
201,9814.45312,-0.000793457031,0.00231933594,0.000762939453,0.00122070312,-52.212059,-56.835701
202,9863.28125,0.00173950195,0.00173950195,0.00134277344,-0.000122070312,-52.1812019,-57.4041977
203,9912.10938,0.00216674805,-0.000793457031,0.000305175781,-0.0012512207,-52.7373161,-57.8023567
204,9960.9375,0,-0.00225830078,-0.0012512207,-0.000823974609,-52.924366,-56.4888306
205,10009.7656,-0.00216674805,-0.000915527344,-0.00140380859,0.000762939453,-52.5704041,-55.9299088
206,10058.5938,-0.00186157227,0.00173950195,0,0.00158691406,-51.8766708,-55.9889297
207,10107.4219,0.000732421875,0.00234985352,0.00143432617,0.000549316406,-52.1765289,-56.272644
208,10156.25,0.00228881836,0.000274658203,0.000854492188,-0.0009765625,-52.7456818,-57.737011
209,10205.0781,0.00112915039,-0.00198364258,-0.000701904297,-0.00119018555,-52.8317719,-57.1914597
210,10253.9062,-0.00158691406,-0.00173950195,-0.00161743164,0.000152587891,-52.5616417,-55.7850037
211,10302.7344,-0.0022277832,0.000854492188,-0.000427246094,0.00149536133,-52.4464569,-56.1642799
212,10351.5625,-0.000244140625,0.00244140625,0.0009765625,0.000946044922,-52.2039833,-57.3313942
213,10400.3906,0.00210571289,0.00106811523,0.00112915039,-0.000549316406,-52.537632,-58.0224266
214,10449.2188,0.0016784668,-0.00170898438,-0.000244140625,-0.00134277344,-52.412487,-57.2986984
215,10498.0469,-0.00109863281,-0.00213623047,-0.00149536133,-0.000183105469,-52.387886,-56.4404449
216,10546.875,-0.00241088867,0.000335693359,-0.000823974609,0.00128173828,-52.2730598,-56.3417778
217,10595.7031,-0.000762939453,0.00250244141,0.000793457031,0.0012512207,-51.6467133,-56.5854034
218,10644.5312,0.00198364258,0.00134277344,0.00131225586,-0.000396728516,-52.412487,-57.2597885
219,10693.3594,0.001953125,-0.00140380859,6.10351562e-05,-0.00134277344,-52.3766861,-57.4309845
220,10742.1875,-0.000823974609,-0.00219726562,-0.00134277344,-0.000335693359,-52.5909195,-57.1766586
221,10791.0156,-0.00241088867,0.000122070312,-0.000885009766,0.00128173828,-52.3453369,-56.1509247
222,10839.8438,-0.000854492188,0.00234985352,0.000793457031,0.00112915039,-52.0398331,-57.2020683
223,10888.6719,0.001953125,0.00140380859,0.00128173828,-0.000366210938,-52.3766861,-57.503212
224,10937.5,0.00186157227,-0.00134277344,-9.15527344e-05,-0.00122070312,-52.7831345,-58.2434387
225,10986.3281,-0.0009765625,-0.00216674805,-0.00143432617,-0.000305175781,-52.48069,-56.6747589
226,11035.1562,-0.00253295898,0.000335693359,-0.000885009766,0.0012512207,-51.8518219,-56.2915459
227,11083.9844,-0.000518798828,0.00250244141,0.000823974609,0.00106811523,-51.8499603,-57.3997536
228,11132.8125,0.00204467773,0.00119018555,0.00109863281,-0.000549316406,-52.520256,-58.2138481
229,11181.6406,0.00155639648,-0.0016784668,-0.000366210938,-0.00115966797,-52.807003,-58.3004951
230,11230.4688,-0.00143432617,-0.00189208984,-0.00146484375,-3.05175781e-05,-52.4892883,-56.6822891
231,11279.2969,-0.00238037109,0.000946044922,-0.00048828125,0.00128173828,-51.8301849,-57.2554855
232,11328.125,0.000152587891,0.00256347656,0.00100708008,0.000823974609,-51.8080521,-57.7130585
233,11376.9531,0.00234985352,0.000610351562,0.000885009766,-0.000793457031,-52.2956467,-58.4991417
234,11425.7812,0.0009765625,-0.00216674805,-0.000671386719,-0.00106811523,-52.48069,-57.981575
235,11474.6094,-0.001953125,-0.00134277344,-0.00128173828,0.00048828125,-52.5043869,-57.2554855
236,11523.4375,-0.00183105469,0.00164794922,0.000122070312,0.00137329102,-52.1691895,-57.2105713
237,11572.2656,0.00103759766,0.00219726562,0.00119018555,0.000213623047,-52.2881088,-58.3499985
238,11621.0938,0.00228881836,-0.000579833984,0.000335693359,-0.00112915039,-52.537632,-58.577137
239,11669.9219,-0.000305175781,-0.00225830078,-0.00122070312,-0.00048828125,-52.845768,-57.6232185
240,11718.75,-0.00247192383,-0.000274658203,-0.000946044922,0.000946044922,-52.08601,-57.4714661
241,11767.5781,-0.000732421875,0.00238037109,0.000762939453,0.00103759766,-52.0742569,-57.8023605
242,11816.4062,0.00216674805,0.00115966797,0.00112915039,-0.000549316406,-52.1898994,-58.0224266
243,11865.2344,0.00146484375,-0.00183105469,-0.000366210938,-0.00115966797,-52.597538,-58.3004951
244,11914.0625,-0.0016784668,-0.00164794922,-0.00131225586,0.000305175781,-52.5704041,-57.410881
245,11962.8906,-0.00216674805,0.00134277344,-6.10351562e-05,0.00134277344,-51.8723106,-57.4309845
246,12011.7188,0.000885009766,0.00234985352,0.00115966797,0.000335693359,-52.0031128,-58.3638535
247,12060.5469,0.0022277832,-0.000640869141,0.000305175781,-0.00119018555,-52.6972389,-58.2111702
248,12109.375,-0.000274658203,-0.00228881836,-0.00112915039,-0.000457763672,-52.7456818,-58.2841148
249,12158.2031,-0.00244140625,-6.10351562e-05,-0.000762939453,0.00106811523,-52.2444878,-57.6372833
250,12207.0312,-0.000427246094,0.00247192383,0.000793457031,0.000946044922,-52.0114594,-58.1685104
251,12255.8594,0.00219726562,0.000823974609,0.000915527344,-0.000671386719,-52.5909195,-58.8976364
252,12304.6875,0.000915527344,-0.00210571289,-0.000732421875,-0.00100708008,-52.7800674,-58.0948601
253,12353.5156,-0.00207519531,-0.00119018555,-0.00112915039,0.000610351562,-52.4237823,-57.8317223
254,12402.3438,-0.00149536133,0.00189208984,0.000274658203,0.00112915039,-52.353672,-58.6953201
255,12451.1719,0.00170898438,0.00173950195,0.00109863281,-0.000183105469,-52.2573891,-59.0639534
256,12500,0.00177001953,-0.00149536133,-0.000183105469,-0.00103759766,-52.701004,-59.5462379
257,12548.8281,-0.00146484375,-0.00177001953,-0.00128173828,0.000244140625,-52.7747002,-57.6892395
258,12597.6562,-0.00207519531,0.0012512207,0,0.00122070312,-52.312149,-58.2677994
259,12646.4844,0.00100708008,0.00225830078,0.00119018555,0.000183105469,-52.1366501,-58.3861122
260,12695.3125,0.00213623047,-0.000885009766,9.15527344e-05,-0.00112915039,-52.71912,-58.9165077
261,12744.1406,-0.000823974609,-0.00216674805,-0.00122070312,-0.000183105469,-52.6972389,-58.1711655
262,12792.9688,-0.00231933594,0.000762939453,-0.000427246094,0.00131225586,-52.2465172,-57.2020683
263,12841.7969,0.000549316406,0.00241088867,0.00112915039,0.000457763672,-52.1366501,-58.2841148
264,12890.625,0.00234985352,-0.000335693359,0.000457763672,-0.00100708008,-52.4914474,-59.1230431
265,12939.4531,-0.000396728516,-0.00234985352,-0.00122070312,-0.000518798828,-52.4571228,-57.5466766
266,12988.2812,-0.00244140625,0.000335693359,-0.000610351562,0.00119018555,-52.1658554,-57.4737244
267,13037.1094,9.15527344e-05,0.00244140625,0.000946044922,0.000610351562,-52.2410965,-58.970417
268,13085.9375,0.00238037109,0,0.000579833984,-0.000915527344,-52.4671097,-59.3018494
